BENCH: alexnet
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
13, 0.0008228533, 0.0000155304, 89, 0.445, 4.036, 0.0008761198, 0.0000028590, 271, 0.0007961466, 0.0000002171, 451, 5.399, 1.06, 0.97
14, 0.0000111028, 0.0000003754, 10, 0.023, 0.047, 0.0000111067, 0.0000000158, 2, 0.0000111067, 0.0000000158, 2, 0.024, 1.00, 1.00
15, 0.0007623752, 0.0000096390, 100, 0.317, 3.908, 0.0008115933, 0.0000005209, 201, 0.0007774591, 0.0000012583, 1119, 13.395, 1.06, 1.02
16, 0.0000044533, 0.0000000078, 11, 0.025, 0.049, 0.0000044533, 0.0000000078, 2, 0.0000044533, 0.0000000078, 2, 0.024, 1.00, 1.00
17, 0.0004041453, 0.0000047158, 89, 0.325, 3.425, 0.0004383086, 0.0000002835, 259, 0.0004383086, 0.0000002835, 259, 3.100, 1.08, 1.08
18, 0.0000076502, 0.0000000131, 11, 0.025, 0.037, 0.0000076502, 0.0000000131, 1, 0.0000076502, 0.0000000131, 1, 0.012, 1.00, 1.00
19, 0.0008006245, 0.0000088717, 58, 0.223, 3.814, 0.0008461437, 0.0000000983, 197, 0.0008353861, 0.0000009257, 514, 6.153, 1.06, 1.04
20, 0.0000076240, 0.0000001283, 11, 0.024, 0.048, 0.0000076240, 0.0000001283, 2, 0.0000076240, 0.0000001283, 2, 0.024, 1.00, 1.00
21, 0.0008265938, 0.0000144249, 80, 0.308, 3.899, 0.0008707677, 0.0000002695, 276, 0.0008330794, 0.0000002631, 865, 10.354, 1.05, 1.01
22, 0.0000038566, 0.0000000104, 11, 0.024, 0.048, 0.0000038566, 0.0000000104, 2, 0.0000038566, 0.0000000104, 2, 0.024, 1.00, 1.00
23, 0.0004513935, 0.0000100635, 89, 0.286, 3.757, 0.0004545395, 0.0000004487, 290, 0.0004545395, 0.0000004487, 290, 3.471, 1.01, 1.01
24, 0.0007768960, 0.0000073880, 100, 0.345, 3.936, 0.0008569685, 0.0000003435, 263, 0.0007955368, 0.0000006584, 577, 6.907, 1.10, 1.02
25, 0.0000055437, 0.0000000105, 11, 0.024, 0.048, 0.0000055437, 0.0000000105, 2, 0.0000055437, 0.0000000105, 2, 0.024, 1.00, 1.00
26, 0.0007925875, 0.0000149907, 100, 0.356, 3.947, 0.0008492580, 0.0000067427, 287, 0.0007908142, 0.0000010938, 1200, 14.365, 1.07, 1.00
27, 0.0000023027, 0.0000000248, 14, 0.075, 0.709, 0.0000032852, 0.0000000011, 53, 0.0000032852, 0.0000000011, 53, 0.634, 1.43, 1.43
28, 0.0000001835, 0.0000000298, 10, 0.023, 0.035, 0.0000062637, 0.0000000213, 1, 0.0000062637, 0.0000000213, 1, 0.012, 34.13, 34.13
29, 0.0000098280, 0.0000000087, 18, 0.065, 0.412, 0.0000098280, 0.0000000087, 29, 0.0000098280, 0.0000000087, 29, 0.347, 1.00, 1.00
30, 0.0000073053, 0.0000000272, 18, 0.036, 0.671, 0.0000073053, 0.0000000272, 53, 0.0000073053, 0.0000000272, 53, 0.634, 1.00, 1.00
TOP: 1000
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1000 time(s), Meta-1000 std(s), trials-1000, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1000, speedup-10k
0, 0.0000598537, 0.0000000886, 86, 0.156, 0.575, 0.0000643116, 0.0000001222, 35, 0.0000643116, 0.0000001222, 35, 0.419, 1.07, 1.07
1, 0.0000092200, 0.0000000033, 10, 0.024, 0.048, 0.0000092200, 0.0000000033, 2, 0.0000092200, 0.0000000033, 2, 0.024, 1.00, 1.00
2, 0.0000615068, 0.0000004055, 100, 0.208, 0.603, 0.0000680324, 0.0000000395, 33, 0.0000680324, 0.0000000395, 33, 0.395, 1.11, 1.11
3, 0.0000057407, 0.0000000106, 10, 0.024, 0.048, 0.0000057407, 0.0000000106, 2, 0.0000057407, 0.0000000106, 2, 0.024, 1.00, 1.00
4, 0.0000613228, 0.0000002386, 60, 0.125, 0.700, 0.0000641341, 0.0000001946, 48, 0.0000641341, 0.0000001946, 48, 0.575, 1.05, 1.05
5, 0.0000068053, 0.0000000166, 10, 0.023, 0.035, 0.0000068053, 0.0000000166, 1, 0.0000068053, 0.0000000166, 1, 0.012, 1.00, 1.00
6, 0.0008048157, 0.0000154260, 60, 0.272, 7.778, 0.0008502170, 0.0000011279, 627, 0.0008502170, 0.0000011279, 627, 7.505, 1.06, 1.06
7, 0.0000163277, 0.0000003842, 14, 0.046, 0.740, 0.0000173464, 0.0000000323, 58, 0.0000173464, 0.0000000323, 58, 0.694, 1.06, 1.06
8, 0.0007347413, 0.0000106197, 100, 0.306, 9.511, 0.0007689352, 0.0000010184, 769, 0.0007689352, 0.0000010184, 769, 9.205, 1.05, 1.05
9, 0.0000137338, 0.0000006754, 10, 0.024, 0.048, 0.0000137338, 0.0000006754, 2, 0.0000137338, 0.0000006754, 2, 0.024, 1.00, 1.00
10, 0.0007379688, 0.0000089641, 56, 0.161, 11.700, 0.0007732833, 0.0000006535, 964, 0.0007732833, 0.0000006535, 964, 11.540, 1.05, 1.05
11, 0.0004003247, 0.0000018626, 57, 0.153, 3.648, 0.0004262619, 0.0000002770, 292, 0.0004262619, 0.0000002770, 292, 3.495, 1.06, 1.06
12, 0.0000111134, 0.0000000382, 10, 0.024, 0.048, 0.0000111134, 0.0000000382, 2, 0.0000111134, 0.0000000382, 2, 0.024, 1.00, 1.00
13, 0.0007627810, 0.0000099957, 60, 0.190, 5.588, 0.0007961466, 0.0000002171, 451, 0.0007961466, 0.0000002171, 451, 5.399, 1.04, 1.04
14, 0.0000111067, 0.0000000158, 10, 0.023, 0.047, 0.0000111067, 0.0000000158, 2, 0.0000111067, 0.0000000158, 2, 0.024, 1.00, 1.00
15, 0.0007382128, 0.0000044848, 100, 0.318, 12.289, 0.0007777801, 0.0000002951, 991, 0.0007774591, 0.0000012583, 1119, 13.395, 1.05, 1.05
16, 0.0000044533, 0.0000000078, 11, 0.025, 0.049, 0.0000044533, 0.0000000078, 2, 0.0000044533, 0.0000000078, 2, 0.024, 1.00, 1.00
17, 0.0004052607, 0.0000044331, 60, 0.217, 3.318, 0.0004383086, 0.0000002835, 259, 0.0004383086, 0.0000002835, 259, 3.100, 1.08, 1.08
18, 0.0000076502, 0.0000000131, 11, 0.026, 0.038, 0.0000076502, 0.0000000131, 1, 0.0000076502, 0.0000000131, 1, 0.012, 1.00, 1.00
19, 0.0007913652, 0.0000138016, 100, 0.408, 6.560, 0.0008353861, 0.0000009257, 514, 0.0008353861, 0.0000009257, 514, 6.153, 1.06, 1.06
20, 0.0000076240, 0.0000001283, 11, 0.025, 0.049, 0.0000076240, 0.0000001283, 2, 0.0000076240, 0.0000001283, 2, 0.024, 1.00, 1.00
21, 0.0007879287, 0.0000140249, 60, 0.243, 10.598, 0.0008330794, 0.0000002631, 865, 0.0008330794, 0.0000002631, 865, 10.354, 1.06, 1.06
22, 0.0000038566, 0.0000000104, 11, 0.024, 0.048, 0.0000038566, 0.0000000104, 2, 0.0000038566, 0.0000000104, 2, 0.024, 1.00, 1.00
23, 0.0004474762, 0.0000020432, 59, 0.190, 3.661, 0.0004545395, 0.0000004487, 290, 0.0004545395, 0.0000004487, 290, 3.471, 1.02, 1.02
24, 0.0007507232, 0.0000042959, 100, 0.351, 7.258, 0.0007955368, 0.0000006584, 577, 0.0007955368, 0.0000006584, 577, 6.907, 1.06, 1.06
25, 0.0000055437, 0.0000000105, 11, 0.024, 0.048, 0.0000055437, 0.0000000105, 2, 0.0000055437, 0.0000000105, 2, 0.024, 1.00, 1.00
26, 0.0007530912, 0.0000076343, 60, 0.198, 12.169, 0.0007958255, 0.0000008434, 450, 0.0007908142, 0.0000010938, 1200, 14.365, 1.06, 1.05
27, 0.0000023445, 0.0000000418, 14, 0.075, 0.709, 0.0000032852, 0.0000000011, 53, 0.0000032852, 0.0000000011, 53, 0.634, 1.40, 1.40
28, 0.0000002088, 0.0000000259, 10, 0.024, 0.036, 0.0000062637, 0.0000000213, 1, 0.0000062637, 0.0000000213, 1, 0.012, 29.99, 29.99
29, 0.0000098280, 0.0000000087, 18, 0.067, 0.414, 0.0000098280, 0.0000000087, 29, 0.0000098280, 0.0000000087, 29, 0.347, 1.00, 1.00
30, 0.0000073053, 0.0000000272, 18, 0.037, 0.671, 0.0000073053, 0.0000000272, 53, 0.0000073053, 0.0000000272, 53, 0.634, 1.00, 1.00
BENCH: resnet34
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
0, 0.0000882258, 0.0000002556, 100, 0.240, 0.252, 0.0002434617, 0.0000003933, 1, 0.0000627888, 0.0000040113, 11, 0.133, 2.76, 0.71
1, 0.0000098272, 0.0000002763, 11, 0.025, 0.037, 0.0000107974, 0.0000018794, 1, 0.0000090779, 0.0000000018, 3, 0.036, 1.10, 0.92
2, 0.0000845153, 0.0000005651, 89, 0.194, 0.206, 0.0000903159, 0.0000000312, 1, 0.0000715442, 0.0000000239, 28, 0.340, 1.07, 0.85
3, 0.0000059805, 0.0000004365, 10, 0.024, 0.036, 0.0000059805, 0.0000004365, 1, 0.0000059805, 0.0000004365, 1, 0.012, 1.00, 1.00
4, 0.0000777743, 0.0000004601, 88, 0.384, 0.396, 0.0000842040, 0.0000003738, 1, 0.0000597222, 0.0000025665, 36, 0.437, 1.08, 0.77
5, 0.0000067613, 0.0000000127, 10, 0.024, 0.036, 0.0000067613, 0.0000000127, 1, 0.0000067613, 0.0000000127, 1, 0.012, 1.00, 1.00
6, 0.0029035140, 0.0000330435, 83, 0.427, 0.439, 0.0218266783, 0.0006625874, 1, 0.0009670067, 0.0000017615, 349, 4.236, 7.52, 0.33
TOP: 10
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-10 time(s), Meta-10 std(s), trials-10, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-10, speedup-10k
0, 0.0000772183, 0.0000004223, 89, 0.186, 0.308, 0.0000887843, 0.0000060394, 7, 0.0000627888, 0.0000040113, 11, 0.133, 1.15, 0.81
1, 0.0000090779, 0.0000000018, 10, 0.024, 0.061, 0.0000090779, 0.0000000018, 3, 0.0000090779, 0.0000000018, 3, 0.036, 1.00, 1.00
2, 0.0000868232, 0.0000005177, 60, 0.126, 0.248, 0.0000903159, 0.0000000312, 1, 0.0000715442, 0.0000000239, 28, 0.340, 1.04, 0.82
3, 0.0000059805, 0.0000004365, 10, 0.023, 0.036, 0.0000059805, 0.0000004365, 1, 0.0000059805, 0.0000004365, 1, 0.012, 1.00, 1.00
4, 0.0000669772, 0.0000001312, 99, 0.403, 0.525, 0.0000799795, 0.0000001182, 7, 0.0000597222, 0.0000025665, 36, 0.437, 1.19, 0.89
5, 0.0000067613, 0.0000000127, 10, 0.025, 0.037, 0.0000067613, 0.0000000127, 1, 0.0000067613, 0.0000000127, 1, 0.012, 1.00, 1.00
6, 0.0012247513, 0.0000242945, 82, 0.459, 0.580, 0.0017187953, 0.0000027202, 8, 0.0009670067, 0.0000017615, 349, 4.236, 1.40, 0.79
7, 0.0000160487, 0.0000003033, 15, 0.049, 0.170, 0.0000177644, 0.0000006333, 6, 0.0000175679, 0.0000007226, 26, 0.316, 1.11, 1.09
8, 0.0012200475, 0.0000235860, 89, 0.313, 0.434, 0.0014043745, 0.0000011678, 7, 0.0007769632, 0.0000002999, 648, 7.864, 1.15, 0.64
9, 0.0000139817, 0.0000004930, 10, 0.025, 0.037, 0.0000150198, 0.0000023087, 1, 0.0000150198, 0.0000023087, 1, 0.012, 1.07, 1.07
10, 0.0014724498, 0.0000074054, 82, 1.085, 1.207, 0.0016253354, 0.0000015192, 6, 0.0007803786, 0.0000009844, 761, 9.236, 1.10, 0.53
11, 0.0005526372, 0.0000025718, 57, 0.357, 0.478, 0.0005876751, 0.0000003198, 10, 0.0004497932, 0.0000001199, 161, 1.954, 1.06, 0.81
12, 0.0000115589, 0.0000000193, 11, 0.024, 0.048, 0.0000115589, 0.0000000193, 2, 0.0000115589, 0.0000000193, 2, 0.024, 1.00, 1.00
13, 0.0012077422, 0.0000228772, 58, 0.413, 0.535, 0.0017913342, 0.0000323784, 2, 0.0007881184, 0.0000003556, 643, 7.804, 1.48, 0.65
14, 0.0000116214, 0.0000000287, 11, 0.024, 0.037, 0.0000116214, 0.0000000287, 1, 0.0000116214, 0.0000000287, 1, 0.012, 1.00, 1.00
15, 0.0011577642, 0.0000182466, 59, 0.321, 0.442, 0.0012027915, 0.0000029778, 2, 0.0007749014, 0.0000005620, 921, 11.178, 1.04, 0.67
16, 0.0000045254, 0.0000000040, 10, 0.024, 0.048, 0.0000045254, 0.0000000040, 2, 0.0000045254, 0.0000000040, 2, 0.024, 1.00, 1.00
17, 0.0005593048, 0.0000042737, 60, 0.252, 0.374, 0.0005889565, 0.0000009611, 6, 0.0004935986, 0.0000001020, 184, 2.233, 1.05, 0.88
18, 0.0000071778, 0.0000000212, 10, 0.023, 0.035, 0.0000071778, 0.0000000212, 1, 0.0000071778, 0.0000000212, 1, 0.012, 1.00, 1.00
19, 0.0014388443, 0.0000328560, 100, 0.605, 0.726, 0.0015016751, 0.0000027560, 1, 0.0008263775, 0.0000007905, 523, 6.347, 1.04, 0.57
20, 0.0000076229, 0.0000003831, 10, 0.025, 0.037, 0.0000076229, 0.0000003831, 1, 0.0000076229, 0.0000003831, 1, 0.012, 1.00, 1.00
21, 0.0016924455, 0.0000290795, 100, 0.680, 0.802, 0.0024347012, 0.0003440434, 4, 0.0008305858, 0.0000007422, 526, 6.384, 1.44, 0.49
22, 0.0000039673, 0.0000000158, 10, 0.022, 0.047, 0.0000039673, 0.0000000158, 2, 0.0000039673, 0.0000000158, 2, 0.024, 1.00, 1.00
23, 0.0005523150, 0.0000090259, 95, 0.310, 0.431, 0.0006804000, 0.0000015420, 6, 0.0003905505, 0.0000002081, 146, 1.772, 1.23, 0.71
24, 0.0014854695, 0.0000144196, 60, 0.330, 0.451, 0.0015752135, 0.0000014044, 3, 0.0007915133, 0.0000007778, 336, 4.078, 1.06, 0.53
25, 0.0000056082, 0.0000000144, 11, 0.024, 0.048, 0.0000056082, 0.0000000144, 2, 0.0000056082, 0.0000000144, 2, 0.024, 1.00, 1.00
26, 0.0010273798, 0.0000228720, 60, 0.187, 0.308, 0.0010931008, 0.0000018741, 8, 0.0007894419, 0.0000008640, 705, 8.556, 1.06, 0.77
27, 0.0000033278, 0.0000000085, 14, 0.035, 0.157, 0.0000033278, 0.0000000085, 2, 0.0000033210, 0.0000000095, 15, 0.182, 1.00, 1.00
28, 0.0000001770, 0.0000000129, 10, 0.025, 0.037, 0.0000064857, 0.0000000179, 1, 0.0000064857, 0.0000000179, 1, 0.012, 36.64, 36.64
29, 0.0000130938, 0.0000000248, 18, 0.036, 0.157, 0.0000130938, 0.0000000248, 10, 0.0000078510, 0.0000000103, 38, 0.461, 1.00, 0.60
30, 0.0000113466, 0.0000000141, 18, 0.039, 0.161, 0.0000113466, 0.0000000141, 5, 0.0000078281, 0.0000000044, 47, 0.570, 1.00, 0.69
TOP: 50
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-50 time(s), Meta-50 std(s), trials-50, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-50, speedup-10k
0, 0.0000570632, 0.0000004860, 89, 0.171, 0.305, 0.0000627888, 0.0000040113, 11, 0.0000627888, 0.0000040113, 11, 0.133, 1.10, 1.10
1, 0.0000090779, 0.0000000018, 10, 0.024, 0.061, 0.0000090779, 0.0000000018, 3, 0.0000090779, 0.0000000018, 3, 0.036, 1.00, 1.00
2, 0.0000671055, 0.0000001500, 60, 0.324, 0.664, 0.0000715442, 0.0000000239, 28, 0.0000715442, 0.0000000239, 28, 0.340, 1.07, 1.07
3, 0.0000059805, 0.0000004365, 10, 0.023, 0.036, 0.0000059805, 0.0000004365, 1, 0.0000059805, 0.0000004365, 1, 0.012, 1.00, 1.00
4, 0.0000498698, 0.0000003364, 100, 0.190, 0.627, 0.0000597222, 0.0000025665, 36, 0.0000597222, 0.0000025665, 36, 0.437, 1.20, 1.20
5, 0.0000067613, 0.0000000127, 10, 0.023, 0.035, 0.0000067613, 0.0000000127, 1, 0.0000067613, 0.0000000127, 1, 0.012, 1.00, 1.00
6, 0.0009869617, 0.0000027250, 100, 0.378, 0.985, 0.0011174665, 0.0000007602, 28, 0.0009670067, 0.0000017615, 349, 4.236, 1.13, 0.98
7, 0.0000162210, 0.0000003214, 15, 0.048, 0.363, 0.0000175679, 0.0000007226, 26, 0.0000175679, 0.0000007226, 26, 0.316, 1.08, 1.08
8, 0.0008506218, 0.0000006625, 31, 0.195, 0.802, 0.0008506218, 0.0000006625, 22, 0.0007769632, 0.0000002999, 648, 7.864, 1.00, 0.91
9, 0.0000138395, 0.0000004571, 10, 0.024, 0.036, 0.0000150198, 0.0000023087, 1, 0.0000150198, 0.0000023087, 1, 0.012, 1.09, 1.09
10, 0.0011437075, 0.0000248002, 60, 0.426, 1.032, 0.0012183656, 0.0000024513, 23, 0.0007803786, 0.0000009844, 761, 9.236, 1.07, 0.68
11, 0.0004641025, 0.0000063600, 86, 0.269, 0.876, 0.0005188861, 0.0000006305, 28, 0.0004497932, 0.0000001199, 161, 1.954, 1.12, 0.97
12, 0.0000115087, 0.0000002557, 11, 0.025, 0.049, 0.0000115589, 0.0000000193, 2, 0.0000115589, 0.0000000193, 2, 0.024, 1.00, 1.00
13, 0.0011582952, 0.0000090846, 94, 0.663, 1.270, 0.0013258186, 0.0000010015, 44, 0.0007881184, 0.0000003556, 643, 7.804, 1.14, 0.68
14, 0.0000116214, 0.0000000287, 11, 0.024, 0.036, 0.0000116214, 0.0000000287, 1, 0.0000116214, 0.0000000287, 1, 0.012, 1.00, 1.00
15, 0.0010413248, 0.0000234073, 100, 0.339, 0.945, 0.0011385561, 0.0000010253, 43, 0.0007749014, 0.0000005620, 921, 11.178, 1.09, 0.74
16, 0.0000045254, 0.0000000040, 10, 0.023, 0.048, 0.0000045254, 0.0000000040, 2, 0.0000045254, 0.0000000040, 2, 0.024, 1.00, 1.00
17, 0.0005421140, 0.0000059959, 100, 0.412, 1.019, 0.0005889565, 0.0000009611, 6, 0.0004935986, 0.0000001020, 184, 2.233, 1.09, 0.91
18, 0.0000071778, 0.0000000212, 10, 0.022, 0.035, 0.0000071778, 0.0000000212, 1, 0.0000071778, 0.0000000212, 1, 0.012, 1.00, 1.00
19, 0.0010619758, 0.0000178551, 94, 0.612, 1.218, 0.0013887089, 0.0000017191, 34, 0.0008263775, 0.0000007905, 523, 6.347, 1.31, 0.78
20, 0.0000076229, 0.0000003831, 10, 0.023, 0.035, 0.0000076229, 0.0000003831, 1, 0.0000076229, 0.0000003831, 1, 0.012, 1.00, 1.00
21, 0.0011336418, 0.0000251616, 100, 0.450, 1.057, 0.0013023637, 0.0000762704, 42, 0.0008305858, 0.0000007422, 526, 6.384, 1.15, 0.73
22, 0.0000039673, 0.0000000158, 10, 0.024, 0.048, 0.0000039673, 0.0000000158, 2, 0.0000039673, 0.0000000158, 2, 0.024, 1.00, 1.00
23, 0.0003640808, 0.0000030629, 100, 0.351, 0.958, 0.0005105857, 0.0000008601, 21, 0.0003905505, 0.0000002081, 146, 1.772, 1.40, 1.07
24, 0.0009407390, 0.0000285818, 93, 0.350, 0.956, 0.0012325483, 0.0000010861, 47, 0.0007915133, 0.0000007778, 336, 4.078, 1.31, 0.84
25, 0.0000056082, 0.0000000144, 11, 0.024, 0.048, 0.0000056082, 0.0000000144, 2, 0.0000056082, 0.0000000144, 2, 0.024, 1.00, 1.00
26, 0.0009576587, 0.0000181785, 100, 0.323, 0.930, 0.0010931008, 0.0000018741, 8, 0.0007894419, 0.0000008640, 705, 8.556, 1.14, 0.82
27, 0.0000033210, 0.0000000095, 18, 0.037, 0.219, 0.0000033210, 0.0000000095, 15, 0.0000033210, 0.0000000095, 15, 0.182, 1.00, 1.00
28, 0.0000001720, 0.0000000166, 10, 0.023, 0.035, 0.0000064857, 0.0000000179, 1, 0.0000064857, 0.0000000179, 1, 0.012, 37.71, 37.71
29, 0.0000078510, 0.0000000103, 18, 0.049, 0.510, 0.0000078510, 0.0000000103, 38, 0.0000078510, 0.0000000103, 38, 0.461, 1.00, 1.00
30, 0.0000048158, 0.0000000539, 34, 0.073, 0.644, 0.0000078281, 0.0000000044, 47, 0.0000078281, 0.0000000044, 47, 0.570, 1.63, 1.63
TOP: 100
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-100 time(s), Meta-100 std(s), trials-100, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-100, speedup-10k
0, 0.0000589685, 0.0000007484, 89, 0.166, 0.300, 0.0000627888, 0.0000040113, 11, 0.0000627888, 0.0000040113, 11, 0.133, 1.06, 1.06
1, 0.0000090779, 0.0000000018, 9, 0.035, 0.072, 0.0000090779, 0.0000000018, 3, 0.0000090779, 0.0000000018, 3, 0.036, 1.00, 1.00
2, 0.0000667352, 0.0000002144, 90, 0.460, 0.800, 0.0000715442, 0.0000000239, 28, 0.0000715442, 0.0000000239, 28, 0.340, 1.07, 1.07
3, 0.0000059805, 0.0000004365, 10, 0.023, 0.036, 0.0000059805, 0.0000004365, 1, 0.0000059805, 0.0000004365, 1, 0.012, 1.00, 1.00
4, 0.0000490332, 0.0000005688, 100, 0.213, 0.650, 0.0000597222, 0.0000025665, 36, 0.0000597222, 0.0000025665, 36, 0.437, 1.22, 1.22
5, 0.0000067613, 0.0000000127, 10, 0.023, 0.035, 0.0000067613, 0.0000000127, 1, 0.0000067613, 0.0000000127, 1, 0.012, 1.00, 1.00
6, 0.0009359507, 0.0000132279, 58, 0.226, 1.440, 0.0010008729, 0.0000007155, 92, 0.0009670067, 0.0000017615, 349, 4.236, 1.07, 1.03
7, 0.0000161892, 0.0000003681, 15, 0.047, 0.363, 0.0000175679, 0.0000007226, 26, 0.0000175679, 0.0000007226, 26, 0.316, 1.09, 1.09
8, 0.0008190518, 0.0000177644, 60, 0.357, 1.570, 0.0008506218, 0.0000006625, 22, 0.0007769632, 0.0000002999, 648, 7.864, 1.04, 0.95
9, 0.0000139613, 0.0000003440, 10, 0.024, 0.036, 0.0000150198, 0.0000023087, 1, 0.0000150198, 0.0000023087, 1, 0.012, 1.08, 1.08
10, 0.0008816775, 0.0000118936, 58, 0.191, 1.404, 0.0009382994, 0.0000004203, 98, 0.0007803786, 0.0000009844, 761, 9.236, 1.06, 0.89
11, 0.0004741135, 0.0000161438, 56, 0.169, 1.383, 0.0005015235, 0.0000013187, 66, 0.0004497932, 0.0000001199, 161, 1.954, 1.06, 0.95
12, 0.0000115589, 0.0000000193, 11, 0.026, 0.050, 0.0000115589, 0.0000000193, 2, 0.0000115589, 0.0000000193, 2, 0.024, 1.00, 1.00
13, 0.0008796788, 0.0000210636, 85, 0.353, 1.566, 0.0009362743, 0.0000012448, 78, 0.0007881184, 0.0000003556, 643, 7.804, 1.06, 0.90
14, 0.0000116214, 0.0000000287, 11, 0.025, 0.037, 0.0000116214, 0.0000000287, 1, 0.0000116214, 0.0000000287, 1, 0.012, 1.00, 1.00
15, 0.0008399318, 0.0000108050, 60, 0.249, 1.462, 0.0008980807, 0.0000007025, 94, 0.0007749014, 0.0000005620, 921, 11.178, 1.07, 0.92
16, 0.0000045254, 0.0000000040, 10, 0.024, 0.048, 0.0000045254, 0.0000000040, 2, 0.0000045254, 0.0000000040, 2, 0.024, 1.00, 1.00
17, 0.0004770238, 0.0000064475, 86, 0.255, 1.469, 0.0005377545, 0.0000293370, 81, 0.0004935986, 0.0000001020, 184, 2.233, 1.13, 1.03
18, 0.0000071778, 0.0000000212, 10, 0.023, 0.035, 0.0000071778, 0.0000000212, 1, 0.0000071778, 0.0000000212, 1, 0.012, 1.00, 1.00
19, 0.0010280388, 0.0000090683, 55, 0.268, 1.482, 0.0010871762, 0.0000005586, 93, 0.0008263775, 0.0000007905, 523, 6.347, 1.06, 0.80
20, 0.0000076229, 0.0000003831, 10, 0.023, 0.035, 0.0000076229, 0.0000003831, 1, 0.0000076229, 0.0000003831, 1, 0.012, 1.00, 1.00
21, 0.0009068355, 0.0000148573, 58, 0.242, 1.455, 0.0009359920, 0.0000023288, 82, 0.0008305858, 0.0000007422, 526, 6.384, 1.03, 0.92
22, 0.0000039673, 0.0000000158, 10, 0.024, 0.048, 0.0000039673, 0.0000000158, 2, 0.0000039673, 0.0000000158, 2, 0.024, 1.00, 1.00
23, 0.0004378548, 0.0000033738, 83, 0.249, 1.463, 0.0004703025, 0.0000007977, 75, 0.0003905505, 0.0000002081, 146, 1.772, 1.07, 0.89
24, 0.0009475243, 0.0000267007, 96, 0.345, 1.559, 0.0010406144, 0.0000015469, 74, 0.0007915133, 0.0000007778, 336, 4.078, 1.10, 0.84
25, 0.0000056082, 0.0000000144, 11, 0.024, 0.048, 0.0000056082, 0.0000000144, 2, 0.0000056082, 0.0000000144, 2, 0.024, 1.00, 1.00
26, 0.0009586505, 0.0000158765, 100, 0.357, 1.571, 0.0010931008, 0.0000018741, 8, 0.0007894419, 0.0000008640, 705, 8.556, 1.14, 0.82
27, 0.0000033210, 0.0000000095, 18, 0.037, 0.219, 0.0000033210, 0.0000000095, 15, 0.0000033210, 0.0000000095, 15, 0.182, 1.00, 1.00
28, 0.0000001837, 0.0000000226, 10, 0.024, 0.036, 0.0000064857, 0.0000000179, 1, 0.0000064857, 0.0000000179, 1, 0.012, 35.31, 35.31
29, 0.0000078510, 0.0000000103, 18, 0.046, 0.508, 0.0000078510, 0.0000000103, 38, 0.0000078510, 0.0000000103, 38, 0.461, 1.00, 1.00
30, 0.0000048140, 0.0000000122, 34, 0.074, 0.645, 0.0000078281, 0.0000000044, 47, 0.0000078281, 0.0000000044, 47, 0.570, 1.63, 1.63
TOP: 200
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-200 time(s), Meta-200 std(s), trials-200, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-200, speedup-10k
0, 0.0000547842, 0.0000007862, 89, 0.168, 0.302, 0.0000627888, 0.0000040113, 11, 0.0000627888, 0.0000040113, 11, 0.133, 1.15, 1.15
1, 0.0000090779, 0.0000000018, 10, 0.024, 0.061, 0.0000090779, 0.0000000018, 3, 0.0000090779, 0.0000000018, 3, 0.036, 1.00, 1.00
2, 0.0000669753, 0.0000002137, 100, 0.419, 0.759, 0.0000715442, 0.0000000239, 28, 0.0000715442, 0.0000000239, 28, 0.340, 1.07, 1.07
3, 0.0000059805, 0.0000004365, 10, 0.023, 0.035, 0.0000059805, 0.0000004365, 1, 0.0000059805, 0.0000004365, 1, 0.012, 1.00, 1.00
4, 0.0000504107, 0.0000010125, 60, 0.104, 0.541, 0.0000597222, 0.0000025665, 36, 0.0000597222, 0.0000025665, 36, 0.437, 1.18, 1.18
5, 0.0000067613, 0.0000000127, 10, 0.023, 0.035, 0.0000067613, 0.0000000127, 1, 0.0000067613, 0.0000000127, 1, 0.012, 1.00, 1.00
