BENCH: alexnet
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
100, 0.0000199146, 0.0000000733, 18, 0.080, 0.187, 0.0000199146, 0.0000000733, 50, 0.0000199146, 0.0000000733, 50, 0.107, 1.00, 1.00
101, 0.0000024835, 0.0000000014, 2, 0.024, 0.029, 0.0000024835, 0.0000000014, 2, 0.0000024835, 0.0000000014, 2, 0.004, 1.00, 1.00
102, 0.0000250011, 0.0000000061, 18, 0.063, 0.089, 0.0000250011, 0.0000000061, 12, 0.0000250011, 0.0000000061, 12, 0.026, 1.00, 1.00
103, 0.0000024596, 0.0000000051, 2, 0.024, 0.033, 0.0000024596, 0.0000000051, 4, 0.0000024596, 0.0000000051, 4, 0.009, 1.00, 1.00
104, 0.0000142171, 0.0000000016, 17, 0.118, 0.152, 0.0000142171, 0.0000000016, 16, 0.0000142171, 0.0000000016, 16, 0.034, 1.00, 1.00
105, 0.0000024775, 0.0000000087, 2, 0.023, 0.034, 0.0000024775, 0.0000000087, 5, 0.0000024775, 0.0000000087, 5, 0.011, 1.00, 1.00
106, 0.0000131926, 0.0000000005, 18, 0.062, 0.135, 0.0000131926, 0.0000000005, 34, 0.0000131926, 0.0000000005, 34, 0.073, 1.00, 1.00
107, 0.0000024522, 0.0000000041, 2, 0.023, 0.034, 0.0000024522, 0.0000000041, 5, 0.0000024522, 0.0000000041, 5, 0.011, 1.00, 1.00
108, 0.0000117292, 0.0000000036, 14, 0.062, 0.118, 0.0000117292, 0.0000000036, 26, 0.0000117292, 0.0000000036, 26, 0.056, 1.00, 1.00
109, 0.0000050880, 0.0000004205, 2, 0.022, 0.025, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.002, 1965408805031446.75, 1965408805031446.75
110, 0.0000237041, 0.0000000371, 18, 0.074, 0.098, 0.0000237041, 0.0000000371, 11, 0.0000237041, 0.0000000371, 11, 0.024, 1.00, 1.00
111, 0.0000024523, 0.0000000001, 2, 0.023, 0.027, 0.0000024523, 0.0000000001, 2, 0.0000024523, 0.0000000001, 2, 0.004, 1.00, 1.00
112, 0.0000161371, 0.0000000012, 18, 0.072, 0.129, 0.0000161371, 0.0000000012, 27, 0.0000161371, 0.0000000012, 27, 0.058, 1.00, 1.00
113, 0.0000024317, 0.0000000005, 2, 0.022, 0.035, 0.0000024317, 0.0000000005, 6, 0.0000024317, 0.0000000005, 6, 0.013, 1.00, 1.00
114, 0.0000105237, 0.0000000025, 17, 0.087, 0.222, 0.0000105237, 0.0000000025, 63, 0.0000105237, 0.0000000025, 63, 0.135, 1.00, 1.00
115, 0.0000024322, 0.0000000007, 2, 0.022, 0.026, 0.0000024322, 0.0000000007, 2, 0.0000024322, 0.0000000007, 2, 0.004, 1.00, 1.00
116, 0.0000107307, 0.0000000057, 18, 0.061, 0.179, 0.0000107307, 0.0000000057, 55, 0.0000107307, 0.0000000057, 55, 0.118, 1.00, 1.00
117, 0.0000024051, 0.0000000018, 2, 0.021, 0.030, 0.0000024051, 0.0000000018, 4, 0.0000024051, 0.0000000018, 4, 0.009, 1.00, 1.00
118, 0.0000193204, 0.0000000002, 16, 0.063, 0.100, 0.0000193204, 0.0000000002, 17, 0.0000193204, 0.0000000002, 17, 0.036, 1.00, 1.00
119, 0.0000023211, 0.0000000003, 2, 0.022, 0.032, 0.0000023211, 0.0000000003, 5, 0.0000023211, 0.0000000003, 5, 0.011, 1.00, 1.00
120, 0.0000138238, 0.0000004183, 35, 0.127, 0.172, 0.0000153500, 0.0000000018, 21, 0.0000153500, 0.0000000018, 21, 0.045, 1.11, 1.11
121, 0.0000023456, 0.0000000010, 2, 0.021, 0.032, 0.0000023456, 0.0000000010, 5, 0.0000023456, 0.0000000010, 5, 0.011, 1.00, 1.00
122, 0.0000114292, 0.0000002460, 52, 0.200, 0.258, 0.0000148692, 0.0000000003, 27, 0.0000148692, 0.0000000003, 27, 0.058, 1.30, 1.30
123, 0.0000023174, 0.0000000017, 2, 0.021, 0.025, 0.0000023174, 0.0000000017, 2, 0.0000023174, 0.0000000017, 2, 0.004, 1.00, 1.00
124, 0.0000069051, 0.0000000054, 18, 0.078, 0.123, 0.0000069051, 0.0000000054, 21, 0.0000069051, 0.0000000054, 21, 0.045, 1.00, 1.00
125, 0.0000023007, 0.0000000035, 2, 0.021, 0.023, 0.0000023007, 0.0000000035, 1, 0.0000023007, 0.0000000035, 1, 0.002, 1.00, 1.00
126, 0.0000139063, 0.0000000006, 13, 0.072, 0.207, 0.0000139063, 0.0000000006, 63, 0.0000139063, 0.0000000006, 63, 0.135, 1.00, 1.00
127, 0.0000023043, 0.0000000013, 2, 0.020, 0.024, 0.0000023043, 0.0000000013, 2, 0.0000023043, 0.0000000013, 2, 0.004, 1.00, 1.00
128, 0.0000099972, 0.0000000007, 18, 0.097, 0.198, 0.0000099972, 0.0000000007, 47, 0.0000099972, 0.0000000007, 47, 0.101, 1.00, 1.00
129, 0.0000114832, 0.0000000004, 18, 0.096, 0.310, 0.0000114832, 0.0000000004, 70, 0.0000082830, 0.0000000001, 636, 1.362, 1.00, 0.72
130, 0.0000040575, 0.0000001580, 2, 0.024, 0.026, 0.0000040575, 0.0000001580, 1, 0.0000040575, 0.0000001580, 1, 0.002, 1.00, 1.00
131, 0.0000281320, 0.0000000003, 18, 0.096, 0.181, 0.0000281320, 0.0000000003, 40, 0.0000281320, 0.0000000003, 40, 0.086, 1.00, 1.00
132, 0.0000037293, 0.0000000973, 2, 0.023, 0.025, 0.0000037293, 0.0000000973, 1, 0.0000037293, 0.0000000973, 1, 0.002, 1.00, 1.00
133, 0.0000193683, 0.0000000183, 18, 0.067, 0.131, 0.0000193683, 0.0000000183, 30, 0.0000193683, 0.0000000183, 30, 0.064, 1.00, 1.00
134, 0.0000038151, 0.0000002527, 2, 0.023, 0.025, 0.0000038151, 0.0000002527, 1, 0.0000038151, 0.0000002527, 1, 0.002, 1.00, 1.00
135, 0.0000200045, 0.0000000579, 18, 0.073, 0.210, 0.0000200045, 0.0000000579, 64, 0.0000200045, 0.0000000579, 64, 0.137, 1.00, 1.00
136, 0.0000038065, 0.0000002601, 2, 0.023, 0.025, 0.0000038065, 0.0000002601, 1, 0.0000038065, 0.0000002601, 1, 0.002, 1.00, 1.00
137, 0.0000174315, 0.0000000472, 17, 0.064, 0.195, 0.0000174315, 0.0000000472, 61, 0.0000174315, 0.0000000472, 61, 0.131, 1.00, 1.00
138, 0.0000035247, 0.0000002387, 2, 0.022, 0.024, 0.0000035247, 0.0000002387, 1, 0.0000035247, 0.0000002387, 1, 0.002, 1.00, 1.00
139, 0.0000132798, 0.0000004207, 35, 0.127, 0.249, 0.0000190378, 0.0000000216, 57, 0.0000190378, 0.0000000216, 57, 0.122, 1.43, 1.43
140, 0.0000027299, 0.0000000000, 2, 0.022, 0.026, 0.0000027299, 0.0000000000, 2, 0.0000027299, 0.0000000000, 2, 0.004, 1.00, 1.00
141, 0.0000172796, 0.0000000009, 16, 0.053, 0.075, 0.0000172796, 0.0000000009, 10, 0.0000172796, 0.0000000009, 10, 0.021, 1.00, 1.00
142, 0.0000025897, 0.0000000005, 2, 0.021, 0.028, 0.0000025897, 0.0000000005, 3, 0.0000025897, 0.0000000005, 3, 0.006, 1.00, 1.00
143, 0.0000170223, 0.0000000548, 18, 0.064, 0.135, 0.0000170223, 0.0000000548, 33, 0.0000170223, 0.0000000548, 33, 0.071, 1.00, 1.00
144, 0.0000024825, 0.0000000001, 2, 0.021, 0.034, 0.0000024825, 0.0000000001, 6, 0.0000024825, 0.0000000001, 6, 0.013, 1.00, 1.00
145, 0.0000123452, 0.0000000022, 18, 0.063, 0.078, 0.0000123452, 0.0000000022, 7, 0.0000123452, 0.0000000022, 7, 0.015, 1.00, 1.00
146, 0.0000023839, 0.0000000006, 2, 0.021, 0.034, 0.0000023839, 0.0000000006, 6, 0.0000023839, 0.0000000006, 6, 0.013, 1.00, 1.00
147, 0.0000107149, 0.0000000341, 18, 0.073, 0.138, 0.0000107149, 0.0000000341, 30, 0.0000107149, 0.0000000341, 30, 0.064, 1.00, 1.00
148, 0.0000023192, 0.0000000099, 2, 0.021, 0.031, 0.0000023192, 0.0000000099, 5, 0.0000023192, 0.0000000099, 5, 0.011, 1.00, 1.00
149, 0.0000114660, 0.0000000260, 18, 0.090, 0.175, 0.0000114660, 0.0000000260, 40, 0.0000114660, 0.0000000260, 40, 0.086, 1.00, 1.00
150, 0.0000022803, 0.0000000047, 2, 0.020, 0.033, 0.0000022803, 0.0000000047, 6, 0.0000022803, 0.0000000047, 6, 0.013, 1.00, 1.00
151, 0.0000097887, 0.0000000006, 18, 0.074, 0.106, 0.0000097887, 0.0000000006, 15, 0.0000097887, 0.0000000006, 15, 0.032, 1.00, 1.00
152, 0.0000022900, 0.0000000050, 2, 0.020, 0.031, 0.0000022900, 0.0000000050, 5, 0.0000022900, 0.0000000050, 5, 0.011, 1.00, 1.00
153, 0.0000094162, 0.0000000005, 18, 0.080, 0.118, 0.0000094162, 0.0000000005, 18, 0.0000094162, 0.0000000005, 18, 0.039, 1.00, 1.00
154, 0.0000136607, 0.0000000038, 18, 0.090, 0.304, 0.0000136607, 0.0000000038, 78, 0.0000128074, 0.0000000012, 365, 0.782, 1.00, 0.94
155, 0.0000053006, 0.0000001259, 2, 0.022, 0.024, 0.0000053006, 0.0000001259, 1, 0.0000053006, 0.0000001259, 1, 0.002, 1.00, 1.00
156, 0.0000233840, 0.0000000425, 14, 0.072, 0.143, 0.0000233840, 0.0000000425, 33, 0.0000233840, 0.0000000425, 33, 0.071, 1.00, 1.00
157, 0.0000047850, 0.0000000971, 2, 0.021, 0.024, 0.0000047850, 0.0000000971, 1, 0.0000047850, 0.0000000971, 1, 0.002, 1.00, 1.00
158, 0.0000199769, 0.0000000315, 18, 0.075, 0.118, 0.0000199769, 0.0000000315, 20, 0.0000199769, 0.0000000315, 20, 0.043, 1.00, 1.00
159, 0.0000043618, 0.0000001774, 2, 0.021, 0.024, 0.0000043618, 0.0000001774, 1, 0.0000043618, 0.0000001774, 1, 0.002, 1.00, 1.00
160, 0.0000178046, 0.0000000190, 14, 0.056, 0.178, 0.0000178046, 0.0000000190, 57, 0.0000178046, 0.0000000190, 57, 0.122, 1.00, 1.00
161, 0.0000040317, 0.0000003039, 2, 0.021, 0.023, 0.0000040317, 0.0000003039, 1, 0.0000040317, 0.0000003039, 1, 0.002, 1.00, 1.00
162, 0.0000148025, 0.0000000503, 16, 0.089, 0.189, 0.0000148025, 0.0000000503, 47, 0.0000148025, 0.0000000503, 47, 0.101, 1.00, 1.00
163, 0.0000033274, 0.0000000020, 2, 0.021, 0.023, 0.0000033274, 0.0000000020, 1, 0.0000033274, 0.0000000020, 1, 0.002, 1.00, 1.00
164, 0.0000121422, 0.0000000297, 18, 0.089, 0.172, 0.0000121422, 0.0000000297, 39, 0.0000121422, 0.0000000297, 39, 0.084, 1.00, 1.00
165, 0.0000022783, 0.0000000018, 2, 0.020, 0.027, 0.0000022783, 0.0000000018, 3, 0.0000022783, 0.0000000018, 3, 0.006, 1.00, 1.00
166, 0.0000108053, 0.0000000221, 18, 0.080, 0.093, 0.0000108053, 0.0000000221, 6, 0.0000108053, 0.0000000221, 6, 0.013, 1.00, 1.00
167, 0.0000336227, 0.0000000208, 18, 0.174, 0.389, 0.0000336227, 0.0000000208, 79, 0.0000266211, 0.0000000170, 295, 0.632, 1.00, 0.79
168, 0.0000234186, 0.0000000620, 18, 0.122, 0.227, 0.0000234186, 0.0000000620, 49, 0.0000234186, 0.0000000620, 49, 0.105, 1.00, 1.00
169, 0.0000033552, 0.0000000005, 2, 0.021, 0.121, 0.0000033552, 0.0000000005, 47, 0.0000033552, 0.0000000005, 47, 0.101, 1.00, 1.00
170, 0.0000072032, 0.0000002780, 2, 0.022, 0.024, 0.0000072032, 0.0000002780, 1, 0.0000072032, 0.0000002780, 1, 0.002, 1.00, 1.00
171, 0.0000240033, 0.0000000741, 14, 0.188, 0.323, 0.0000240033, 0.0000000741, 63, 0.0000240033, 0.0000000741, 63, 0.135, 1.00, 1.00
172, 0.0000031595, 0.0000000000, 2, 0.020, 0.022, 0.0000031595, 0.0000000000, 1, 0.0000031595, 0.0000000000, 1, 0.002, 1.00, 1.00
173, 0.0000043682, 0.0000000066, 2, 0.020, 0.138, 0.0000043682, 0.0000000066, 55, 0.0000043682, 0.0000000066, 55, 0.118, 1.00, 1.00
174, 0.0000042649, 0.0000002769, 2, 0.024, 0.026, 0.0000042649, 0.0000002769, 1, 0.0000042649, 0.0000002769, 1, 0.002, 1.00, 1.00
175, 0.0000495135, 0.0000003001, 18, 0.076, 0.148, 0.0000495135, 0.0000003001, 34, 0.0000495135, 0.0000003001, 34, 0.073, 1.00, 1.00
176, 0.0000022702, 0.0000000033, 2, 0.020, 0.033, 0.0000022702, 0.0000000033, 6, 0.0000022702, 0.0000000033, 6, 0.013, 1.00, 1.00
177, 0.0000043539, 0.0000000059, 2, 0.020, 0.134, 0.0000043539, 0.0000000059, 53, 0.0000043539, 0.0000000059, 53, 0.114, 1.00, 1.00
178, 0.0000032719, 0.0000000084, 2, 0.031, 0.040, 0.0000032719, 0.0000000084, 4, 0.0000032719, 0.0000000084, 4, 0.009, 1.00, 1.00
179, 0.0000858453, 0.0000004827, 35, 0.128, 0.342, 0.0000865315, 0.0000002891, 47, 0.0000560459, 0.0000001480, 131, 0.281, 1.01, 0.65
180, 0.0000022684, 0.0000000016, 2, 0.020, 0.028, 0.0000022684, 0.0000000016, 4, 0.0000022684, 0.0000000016, 4, 0.009, 1.00, 1.00
181, 0.0000043296, 0.0000000051, 2, 0.021, 0.038, 0.0000043296, 0.0000000051, 8, 0.0000043296, 0.0000000051, 8, 0.017, 1.00, 1.00
182, 0.0000027146, 0.0000000034, 2, 0.033, 0.039, 0.0000027146, 0.0000000034, 3, 0.0000027146, 0.0000000034, 3, 0.006, 1.00, 1.00
183, 0.0000025745, 0.0000000001, 2, 0.020, 0.108, 0.0000025745, 0.0000000001, 41, 0.0000025745, 0.0000000001, 41, 0.088, 1.00, 1.00
184, 0.0000022497, 0.0000000010, 2, 0.020, 0.024, 0.0000022497, 0.0000000010, 2, 0.0000022497, 0.0000000010, 2, 0.004, 1.00, 1.00
185, 0.0000288427, 0.0000006386, 28, 0.129, 0.344, 0.0000341580, 0.0000010487, 65, 0.0000336952, 0.0000000012, 117, 0.251, 1.18, 1.17
186, 0.0000022822, 0.0000000030, 10, 0.035, 0.144, 0.0000022822, 0.0000000030, 51, 0.0000022822, 0.0000000030, 51, 0.109, 1.00, 1.00
TOP: 200
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-200 time(s), Meta-200 std(s), trials-200, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-200, speedup-10k
0, 0.0000026415, 0.0000000039, 2, 0.032, 0.043, 0.0000026415, 0.0000000039, 5, 0.0000026415, 0.0000000039, 5, 0.011, 1.00, 1.00
1, 0.0000241661, 0.0000000616, 14, 0.110, 0.119, 0.0000241661, 0.0000000616, 4, 0.0000241661, 0.0000000616, 4, 0.009, 1.00, 1.00
2, 0.0000026610, 0.0000000038, 2, 0.032, 0.044, 0.0000026610, 0.0000000038, 6, 0.0000026610, 0.0000000038, 6, 0.013, 1.00, 1.00
3, 0.0000215170, 0.0000000017, 18, 0.071, 0.214, 0.0000215170, 0.0000000017, 67, 0.0000215170, 0.0000000017, 67, 0.144, 1.00, 1.00
4, 0.0000026345, 0.0000000056, 2, 0.031, 0.038, 0.0000026345, 0.0000000056, 3, 0.0000026345, 0.0000000056, 3, 0.006, 1.00, 1.00
5, 0.0000197463, 0.0000000002, 18, 0.095, 0.327, 0.0000197463, 0.0000000002, 108, 0.0000197463, 0.0000000002, 108, 0.231, 1.00, 1.00
6, 0.0000026117, 0.0000000013, 2, 0.031, 0.037, 0.0000026117, 0.0000000013, 3, 0.0000026117, 0.0000000013, 3, 0.006, 1.00, 1.00
7, 0.0000222484, 0.0000000003, 18, 0.087, 0.235, 0.0000222484, 0.0000000003, 69, 0.0000222484, 0.0000000003, 69, 0.148, 1.00, 1.00
8, 0.0000026337, 0.0000000093, 2, 0.030, 0.041, 0.0000026337, 0.0000000093, 5, 0.0000026337, 0.0000000093, 5, 0.011, 1.00, 1.00
9, 0.0000182333, 0.0000000422, 18, 0.069, 0.210, 0.0000182333, 0.0000000422, 66, 0.0000182333, 0.0000000422, 66, 0.141, 1.00, 1.00
10, 0.0000026237, 0.0000000009, 2, 0.030, 0.043, 0.0000026237, 0.0000000009, 6, 0.0000026237, 0.0000000009, 6, 0.013, 1.00, 1.00
11, 0.0000159673, 0.0000000021, 18, 0.074, 0.289, 0.0000159673, 0.0000000021, 100, 0.0000159673, 0.0000000021, 100, 0.214, 1.00, 1.00
12, 0.0000026121, 0.0000000013, 2, 0.030, 0.038, 0.0000026121, 0.0000000013, 4, 0.0000026121, 0.0000000013, 4, 0.009, 1.00, 1.00
13, 0.0000181857, 0.0000000010, 14, 0.056, 0.202, 0.0000181857, 0.0000000010, 68, 0.0000181857, 0.0000000010, 68, 0.146, 1.00, 1.00
14, 0.0000049493, 0.0000004827, 2, 0.029, 0.031, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.002, 2020474137931034.25, 2020474137931034.25
15, 0.0000164692, 0.0000000204, 18, 0.096, 0.304, 0.0000164692, 0.0000000204, 97, 0.0000164692, 0.0000000204, 97, 0.208, 1.00, 1.00
16, 0.0000026107, 0.0000000030, 2, 0.028, 0.039, 0.0000026107, 0.0000000030, 5, 0.0000026107, 0.0000000030, 5, 0.011, 1.00, 1.00
17, 0.0000185543, 0.0000000488, 18, 0.060, 0.223, 0.0000185543, 0.0000000488, 76, 0.0000185543, 0.0000000488, 76, 0.163, 1.00, 1.00
18, 0.0000026090, 0.0000000006, 2, 0.028, 0.030, 0.0000026090, 0.0000000006, 1, 0.0000026090, 0.0000000006, 1, 0.002, 1.00, 1.00
19, 0.0000230246, 0.0000000018, 18, 0.064, 0.131, 0.0000230246, 0.0000000018, 31, 0.0000230246, 0.0000000018, 31, 0.066, 1.00, 1.00
20, 0.0000026097, 0.0000000011, 2, 0.027, 0.031, 0.0000026097, 0.0000000011, 2, 0.0000026097, 0.0000000011, 2, 0.004, 1.00, 1.00
21, 0.0000175533, 0.0000000385, 18, 0.103, 0.159, 0.0000175533, 0.0000000385, 26, 0.0000175533, 0.0000000385, 26, 0.056, 1.00, 1.00
22, 0.0000025328, 0.0000000021, 2, 0.027, 0.033, 0.0000025328, 0.0000000021, 3, 0.0000025328, 0.0000000021, 3, 0.006, 1.00, 1.00
23, 0.0000140735, 0.0000000330, 18, 0.068, 0.243, 0.0000140735, 0.0000000330, 82, 0.0000140735, 0.0000000330, 82, 0.176, 1.00, 1.00
24, 0.0000026061, 0.0000000019, 2, 0.027, 0.039, 0.0000026061, 0.0000000019, 6, 0.0000026061, 0.0000000019, 6, 0.013, 1.00, 1.00
25, 0.0000135788, 0.0000000005, 18, 0.064, 0.229, 0.0000135788, 0.0000000005, 77, 0.0000135788, 0.0000000005, 77, 0.165, 1.00, 1.00
26, 0.0000046077, 0.0000004180, 2, 0.026, 0.028, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.002, 2170295883672140.75, 2170295883672140.75
27, 0.0000143760, 0.0000000011, 18, 0.073, 0.251, 0.0000143760, 0.0000000011, 83, 0.0000143760, 0.0000000011, 83, 0.178, 1.00, 1.00
28, 0.0000026079, 0.0000000004, 2, 0.026, 0.039, 0.0000026079, 0.0000000004, 6, 0.0000026079, 0.0000000004, 6, 0.013, 1.00, 1.00
29, 0.0000234849, 0.0000000006, 14, 0.056, 0.077, 0.0000234849, 0.0000000006, 10, 0.0000234849, 0.0000000006, 10, 0.021, 1.00, 1.00
30, 0.0000024869, 0.0000000030, 2, 0.025, 0.032, 0.0000024869, 0.0000000030, 3, 0.0000024869, 0.0000000030, 3, 0.006, 1.00, 1.00
31, 0.0000142700, 0.0000000005, 18, 0.089, 0.348, 0.0000142700, 0.0000000005, 121, 0.0000142700, 0.0000000005, 121, 0.259, 1.00, 1.00
32, 0.0000054560, 0.0000004918, 2, 0.025, 0.027, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.002, 1832844574780059.00, 1832844574780059.00
33, 0.0000234251, 0.0000000004, 18, 0.065, 0.193, 0.0000234251, 0.0000000004, 60, 0.0000234251, 0.0000000004, 60, 0.129, 1.00, 1.00
34, 0.0000025307, 0.0000000110, 2, 0.025, 0.027, 0.0000025307, 0.0000000110, 1, 0.0000025307, 0.0000000110, 1, 0.002, 1.00, 1.00
35, 0.0000144341, 0.0000000026, 14, 0.054, 0.097, 0.0000144341, 0.0000000026, 20, 0.0000144341, 0.0000000026, 20, 0.043, 1.00, 1.00
36, 0.0000024696, 0.0000000014, 2, 0.024, 0.037, 0.0000024696, 0.0000000014, 6, 0.0000024696, 0.0000000014, 6, 0.013, 1.00, 1.00
37, 0.0000204850, 0.0000000004, 18, 0.083, 0.128, 0.0000204850, 0.0000000004, 21, 0.0000204850, 0.0000000004, 21, 0.045, 1.00, 1.00
38, 0.0000046077, 0.0000004180, 2, 0.024, 0.026, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.002, 2170295883672140.75, 2170295883672140.75
39, 0.0000107972, 0.0000000126, 18, 0.087, 0.267, 0.0000107972, 0.0000000126, 84, 0.0000107972, 0.0000000126, 84, 0.180, 1.00, 1.00
40, 0.0000024340, 0.0000000036, 2, 0.024, 0.026, 0.0000024340, 0.0000000036, 1, 0.0000024340, 0.0000000036, 1, 0.002, 1.00, 1.00
41, 0.0000224288, 0.0000000007, 18, 0.061, 0.136, 0.0000224288, 0.0000000007, 35, 0.0000224288, 0.0000000007, 35, 0.075, 1.00, 1.00
42, 0.0000024643, 0.0000000007, 2, 0.023, 0.030, 0.0000024643, 0.0000000007, 3, 0.0000024643, 0.0000000007, 3, 0.006, 1.00, 1.00
43, 0.0000099068, 0.0000001345, 18, 0.093, 0.232, 0.0000099068, 0.0000001345, 65, 0.0000099068, 0.0000001345, 65, 0.139, 1.00, 1.00
44, 0.0000045917, 0.0000003986, 2, 0.023, 0.025, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.002, 2177858439201452.25, 2177858439201452.25
45, 0.0000238605, 0.0000000018, 18, 0.061, 0.147, 0.0000238605, 0.0000000018, 40, 0.0000238605, 0.0000000018, 40, 0.086, 1.00, 1.00
46, 0.0000024172, 0.0000000033, 2, 0.023, 0.035, 0.0000024172, 0.0000000033, 6, 0.0000024172, 0.0000000033, 6, 0.013, 1.00, 1.00
47, 0.0000160619, 0.0000000013, 17, 0.054, 0.176, 0.0000160619, 0.0000000013, 57, 0.0000160619, 0.0000000013, 57, 0.122, 1.00, 1.00
48, 0.0000024380, 0.0000000016, 2, 0.022, 0.029, 0.0000024380, 0.0000000016, 3, 0.0000024380, 0.0000000016, 3, 0.006, 1.00, 1.00
49, 0.0000264389, 0.0000000016, 18, 0.066, 0.120, 0.0000264389, 0.0000000016, 25, 0.0000264389, 0.0000000016, 25, 0.054, 1.00, 1.00
50, 0.0000024219, 0.0000000004, 2, 0.022, 0.028, 0.0000024219, 0.0000000004, 3, 0.0000024219, 0.0000000004, 3, 0.006, 1.00, 1.00
51, 0.0000153500, 0.0000000052, 18, 0.066, 0.203, 0.0000153500, 0.0000000052, 64, 0.0000153500, 0.0000000052, 64, 0.137, 1.00, 1.00
52, 0.0000024146, 0.0000000046, 2, 0.022, 0.026, 0.0000024146, 0.0000000046, 2, 0.0000024146, 0.0000000046, 2, 0.004, 1.00, 1.00
53, 0.0000177835, 0.0000000075, 18, 0.063, 0.145, 0.0000177835, 0.0000000075, 38, 0.0000177835, 0.0000000075, 38, 0.081, 1.00, 1.00
54, 0.0000023244, 0.0000000075, 2, 0.021, 0.032, 0.0000023244, 0.0000000075, 5, 0.0000023244, 0.0000000075, 5, 0.011, 1.00, 1.00
55, 0.0000165372, 0.0000000008, 18, 0.071, 0.129, 0.0000165372, 0.0000000008, 27, 0.0000165372, 0.0000000008, 27, 0.058, 1.00, 1.00
56, 0.0000023192, 0.0000000057, 2, 0.021, 0.025, 0.0000023192, 0.0000000057, 2, 0.0000023192, 0.0000000057, 2, 0.004, 1.00, 1.00
57, 0.0000137037, 0.0000000110, 18, 0.092, 0.096, 0.0000137037, 0.0000000110, 2, 0.0000137037, 0.0000000110, 2, 0.004, 1.00, 1.00
58, 0.0000023616, 0.0000000056, 2, 0.021, 0.023, 0.0000023616, 0.0000000056, 1, 0.0000023616, 0.0000000056, 1, 0.002, 1.00, 1.00
59, 0.0000114506, 0.0000000016, 18, 0.093, 0.219, 0.0000114506, 0.0000000016, 59, 0.0000114506, 0.0000000016, 59, 0.126, 1.00, 1.00
60, 0.0000023588, 0.0000000009, 2, 0.020, 0.029, 0.0000023588, 0.0000000009, 4, 0.0000023588, 0.0000000009, 4, 0.009, 1.00, 1.00
61, 0.0000122382, 0.0000000001, 18, 0.061, 0.078, 0.0000122382, 0.0000000001, 8, 0.0000122382, 0.0000000001, 8, 0.017, 1.00, 1.00
62, 0.0000042663, 0.0000002416, 2, 0.021, 0.023, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.002, 2343933119774983.00, 2343933119774983.00
63, 0.0000152475, 0.0000000002, 18, 0.082, 0.152, 0.0000152475, 0.0000000002, 33, 0.0000152475, 0.0000000002, 33, 0.071, 1.00, 1.00
64, 0.0000065371, 0.0000000030, 18, 0.086, 0.514, 0.0000065371, 0.0000000030, 177, 0.0000064073, 0.0000000057, 374, 0.801, 1.00, 0.98
65, 0.0000032704, 0.0000000001, 2, 0.031, 0.040, 0.0000032704, 0.0000000001, 4, 0.0000032704, 0.0000000001, 4, 0.009, 1.00, 1.00
66, 0.0000248095, 0.0000000607, 17, 0.057, 0.196, 0.0000248095, 0.0000000607, 65, 0.0000248095, 0.0000000607, 65, 0.139, 1.00, 1.00
67, 0.0000031540, 0.0000000002, 2, 0.030, 0.043, 0.0000031540, 0.0000000002, 6, 0.0000031540, 0.0000000002, 6, 0.013, 1.00, 1.00
68, 0.0000214772, 0.0000000010, 14, 0.120, 0.176, 0.0000214772, 0.0000000010, 26, 0.0000214772, 0.0000000010, 26, 0.056, 1.00, 1.00
69, 0.0000031748, 0.0000000004, 2, 0.031, 0.041, 0.0000031748, 0.0000000004, 5, 0.0000031748, 0.0000000004, 5, 0.011, 1.00, 1.00
70, 0.0000286146, 0.0000000001, 18, 0.072, 0.267, 0.0000286146, 0.0000000001, 91, 0.0000286146, 0.0000000001, 91, 0.195, 1.00, 1.00
71, 0.0000031255, 0.0000000098, 2, 0.030, 0.035, 0.0000031255, 0.0000000098, 2, 0.0000031255, 0.0000000098, 2, 0.004, 1.00, 1.00
72, 0.0000270150, 0.0000000047, 13, 0.068, 0.263, 0.0000270150, 0.0000000047, 91, 0.0000270150, 0.0000000047, 91, 0.195, 1.00, 1.00
73, 0.0000030046, 0.0000000001, 2, 0.029, 0.034, 0.0000030046, 0.0000000001, 2, 0.0000030046, 0.0000000001, 2, 0.004, 1.00, 1.00
74, 0.0000232792, 0.0000000129, 18, 0.066, 0.233, 0.0000232792, 0.0000000129, 78, 0.0000232792, 0.0000000129, 78, 0.167, 1.00, 1.00
